index,CB,B,G1,G2,Y,R,RD,NIR,GAI,sun_elevation,Cab,Cw,Cm,N,aot,water,ozone,        Density,soil_name,SMCg,Sand,Clay,Silt,TT
553,0.025099412,0.027427373,0.04894424,0.0524656,0.049181405,0.049863108,0.09722043,0.28751397,1.235063816,43.25996921,48.15738281,0.032016666,0.006634366,1.452759285,0.217852232,2.31969626,0.27891568,447.1076845,13Crau2,17.20311751,470,214,316,662
554,0.033045385,0.03974319,0.079558365,0.0918344,0.08634857,0.08072915,0.15756045,0.3398888,1.259992611,53.77997443,33.84797864,0.041224117,0.008813076,2.136190937,0.340650671,0.420130655,0.309235038,447.1076845,13Crau2,9.336702187,470,214,316,668
555,0.022341786,0.02344506,0.052979104,0.05249456,0.039633036,0.033777475,0.09867122,0.3492053,1.959538735,46.08413622,45.84544369,0.033390004,0.009935738,1.567133061,0.487189931,3.027988934,0.222692898,447.1076845,13Crau2,10.87772233,470,214,316,814
556,0.016944978,0.017352875,0.033841204,0.032941584,0.024128633,0.021886148,0.06526688,0.31165814,3.222359679,37.2400566,44.69332055,0.032109752,0.00777646,0.924376823,0.183199417,1.677543417,0.25350636,447.1076845,13Crau2,26.67998356,470,214,316,930
557,0.026216604,0.029152403,0.046406228,0.050040014,0.05177505,0.056945283,0.09197857,0.2727103,1.112450733,42.10212708,60.80404238,0.054384467,0.01203629,1.451690213,0.41046028,2.541205748,0.363503328,447.1076845,13Crau2,17.16589691,470,214,316,637
558,0.034102727,0.03672984,0.06606975,0.06253033,0.04879952,0.04499186,0.10681211,0.38234106,2.002943173,56.56227208,51.38786324,0.035116208,0.008012566,1.505238709,0.470231756,3.834412916,0.316877714,447.1076845,24Coulounieix,20.53152453,285,302,413,819
559,0.053893823,0.06142983,0.09522013,0.1038911,0.09192047,0.0854117,0.15741196,0.33832696,1.068979212,32.69197471,30.67940495,0.035333324,0.005825126,1.43608325,0.156548083,2.610267487,0.323722116,447.1076845,24Coulounieix,20.95023289,285,302,413,620
560,0.011627776,0.012513565,0.036476064,0.033404715,0.02068742,0.012923851,0.058968514,0.30882013,5.198117658,49.08890277,45.8673648,0.039593322,0.010590609,2.168983529,0.185272666,2.264455252,0.387249713,447.1076845,24Coulounieix,14.66356664,285,302,413,1053
561,0.0551584,0.063452646,0.08485557,0.08883502,0.086570896,0.090429015,0.1318239,0.30350113,1.126263603,48.81206306,46.81107414,0.036405614,0.008628129,1.339883231,0.109277143,0.667010517,0.214409683,447.1076845,24Coulounieix,21.04056119,285,302,413,604
562,0.012648125,0.013061773,0.041725993,0.042709667,0.0242153,0.013082241,0.08286297,0.52190036,6.275995295,24.54198757,34.72891677,0.010088801,0.002119417,1.050373911,0.452878733,3.598562806,0.370251437,447.1076845,24Coulounieix,22.39954386,285,302,413,1121
563,0.031682495,0.03460052,0.067092456,0.06882243,0.052163012,0.043199614,0.11423128,0.35810098,1.848261208,42.01907108,37.05920658,0.035722574,0.010086855,1.440897754,0.356159862,1.082026412,0.284450098,447.1076845,24Coulounieix,22.66470466,285,302,413,790
564,0.012121165,0.013306743,0.04772425,0.050495833,0.02949644,0.014248377,0.08964867,0.3908177,6.440955233,44.47729035,31.61734867,0.047838758,0.011749397,1.82660379,0.483781374,3.528218338,0.358398237,447.1076845,24Coulounieix,13.55065559,285,302,413,1135
