CB,B,G1,G2,Y,R,RD,NIR,Sun_elevation,GAI
0.1442302,0.1484447,0.17406805,0.18473993,0.19103943,0.20401856,0.24505274,0.3588053,30.37932534,0.269038534
0.08992351,0.09192147,0.109185785,0.11568437,0.11926008,0.12823308,0.15616883,0.24016717,43.33361909,0.269186908
0.14410254,0.15012303,0.17762676,0.19871618,0.20586482,0.21520303,0.2586217,0.33725247,57.31770055,0.269189954
0.1280561,0.1315529,0.14552015,0.15481551,0.16600172,0.18359123,0.20277536,0.29628444,62.69511338,0.26921248
0.0844904,0.08562082,0.099587955,0.104819566,0.10893027,0.11907784,0.1424195,0.22962159,32.96987917,0.269275769
0.13358639,0.13663904,0.15512288,0.16404592,0.17233676,0.1873359,0.21725242,0.33064154,30.20676824,0.269396247
0.11654732,0.118689224,0.13203403,0.13941908,0.14824149,0.16322613,0.18323106,0.28529742,27.07106908,0.269437928
0.08547583,0.087289505,0.10330154,0.110106006,0.11375559,0.12234224,0.14835307,0.2229545,46.13056718,0.269524976
0.13672312,0.14090799,0.16015628,0.1689732,0.17878117,0.19580589,0.22267002,0.3317611,64.44618384,0.269572356
0.16202772,0.16738819,0.18865901,0.20013508,0.21232314,0.23238344,0.26280499,0.38052154,68.15616543,0.269576523
0.04388561,0.04345028,0.054620646,0.057940263,0.05796518,0.06236836,0.08282015,0.14471127,68.1878105,0.269582252
0.13023317,0.13359204,0.1514819,0.15962213,0.16866964,0.18452178,0.21007068,0.31606764,36.32328706,0.269621763
0.08216952,0.083678305,0.09985122,0.10622622,0.109031886,0.11663997,0.14360704,0.2204542,33.68166166,0.269829979
0.08518582,0.08664821,0.10119595,0.10729473,0.111520715,0.12096981,0.14448282,0.22113836,39.58286136,0.269847111
0.08411751,0.08523185,0.09899133,0.10423555,0.108407475,0.118552044,0.14160046,0.22883794,32.74432949,0.269856475
0.12764025,0.13108173,0.15315813,0.16548432,0.17108187,0.1817692,0.21958534,0.31013325,29.45513288,0.269858407
0.13250871,0.13667555,0.15883,0.1717061,0.17862573,0.19092904,0.22758591,0.31700656,45.8802226,0.269911943
0.083441816,0.08475278,0.10049118,0.10615038,0.10923449,0.11763411,0.14371908,0.2260522,31.54938388,0.270081823
0.07197072,0.07249932,0.086210914,0.08945311,0.09203593,0.10055665,0.122909114,0.21353291,35.86918857,0.270303748
0.13673383,0.14128128,0.16388425,0.17717144,0.18471117,0.19785361,0.23447533,0.32389238,69.3229839,0.270380667
0.13029294,0.1336689,0.15152915,0.1597061,0.16879883,0.18468654,0.21024105,0.31676978,36.06915675,0.270413272
0.07391063,0.07464212,0.08791559,0.091673635,0.09500443,0.10423144,0.12538275,0.21050794,48.39021404,0.270465977
0.14577211,0.15197334,0.17962404,0.20080426,0.2082984,0.21805443,0.2613259,0.34023404,67.24907989,0.270486706
0.13693148,0.14149615,0.16428629,0.17764722,0.18511884,0.19817355,0.2353101,0.32524583,66.41560586,0.270518346
0.09893391,0.10108736,0.11685267,0.12556997,0.13075686,0.14155632,0.16880043,0.24772693,59.63768679,0.270660063
0.05971637,0.060084376,0.07376507,0.08289109,0.08308968,0.08634475,0.11377368,0.17021807,32.10558026,0.270811424
0.042131506,0.041095804,0.04827684,0.051800627,0.053025063,0.05895034,0.074689984,0.13095786,61.71886159,0.270819609
0.0725105,0.073050864,0.08575826,0.089448534,0.0927289,0.10169759,0.12224867,0.20762059,34.47268863,0.270821418
0.11652573,0.118819185,0.13207433,0.13960774,0.14861381,0.16375141,0.18348463,0.28389218,32.69350573,0.271054951
0.07197866,0.07240413,0.08419894,0.08807809,0.091717385,0.10078844,0.119797885,0.20065878,30.80261951,0.271123944
0.09724189,0.09927973,0.114219405,0.122739,0.12822266,0.13904609,0.16458988,0.24011526,46.60347673,0.271415233
0.06215676,0.062741555,0.07773692,0.08758141,0.08735268,0.090428956,0.12024419,0.1791256,66.21946587,0.271445667
0.13027297,0.13419318,0.15632977,0.16898108,0.17536661,0.18701336,0.2240844,0.31323966,42.16990211,0.271906339
0.083118856,0.08459862,0.100281246,0.10678907,0.110009,0.11801233,0.14417873,0.22026381,32.09627244,0.271978488
0.096842274,0.098563895,0.111131325,0.11752583,0.12466142,0.13778158,0.15648732,0.23740773,45.08051232,0.27238919
0.12316416,0.12625965,0.14708343,0.15817103,0.1637276,0.17484985,0.21034761,0.29993242,29.77221317,0.272432941
0.076909885,0.07771712,0.08720377,0.09262824,0.09869511,0.11006162,0.12451979,0.19030112,65.23025781,0.273002423
0.040080436,0.039025,0.047152344,0.05032383,0.050375883,0.055245657,0.07355259,0.13635112,40.78317417,0.273240171
0.12373051,0.12751153,0.14845389,0.15819684,0.16493069,0.1777515,0.20990553,0.3011682,60.18625672,0.27328352
0.117079645,0.1204637,0.14355499,0.15243752,0.15656318,0.16668518,0.20407015,0.3050258,32.8183852,0.273529291
0.13609754,0.14173105,0.17157553,0.19378467,0.19816907,0.20349379,0.2523193,0.33158982,34.34080502,0.273602747
0.087573536,0.089366406,0.104934424,0.11123208,0.11545929,0.12517397,0.14996469,0.22856364,57.97377147,0.27379743
0.10019466,0.10218902,0.11499668,0.121842965,0.1295376,0.14336456,0.16207094,0.24178772,66.29913659,0.273923345
0.07937903,0.08127047,0.09880638,0.10745281,0.10933418,0.115011536,0.14497544,0.2127607,42.57785444,0.273979882
0.046282355,0.04572297,0.05583626,0.060275316,0.06070615,0.06555244,0.08563664,0.14243239,57.70332733,0.274337216
0.09193827,0.09310495,0.10569748,0.11114002,0.11703114,0.12883128,0.14852446,0.23627265,27.26642781,0.274394394
0.12333514,0.1258296,0.14481318,0.15132414,0.1580914,0.17189457,0.20067133,0.31947026,26.2011939,0.274682311
0.05144271,0.050843585,0.058880728,0.061565544,0.06431916,0.07207912,0.08612337,0.15393452,43.82605914,0.27483128
0.049714454,0.048869867,0.057381354,0.05981329,0.061455205,0.068091825,0.08449611,0.16130997,20.18086153,0.274847327
0.08613217,0.088092506,0.10510741,0.11193574,0.11517449,0.123457015,0.15106979,0.22802751,54.45235242,0.27489252
0.076745875,0.07764866,0.089607306,0.09430488,0.09899159,0.10931861,0.12790929,0.20480533,64.130281,0.274906866
0.1347124,0.13860688,0.1576432,0.16750994,0.17658092,0.19250503,0.22149046,0.3213594,44.64680724,0.274985474
0.05567129,0.0555972,0.066293515,0.072828546,0.0737278,0.07886746,0.10163311,0.15947786,36.19041082,0.275057903
0.13034539,0.134119,0.15307015,0.16282809,0.17108949,0.18599732,0.21704698,0.32398853,47.49392707,0.275544816
0.056512896,0.0564365,0.06639027,0.072772466,0.07444201,0.08030535,0.10091423,0.15537077,40.03413605,0.275598903
0.13559113,0.13945517,0.15829177,0.16824263,0.17752859,0.19361322,0.22205979,0.31946835,47.30192876,0.27560347
0.0456708,0.0451134,0.056511864,0.06090046,0.0602616,0.0642314,0.08724188,0.14961761,58.05340369,0.275978378
0.044746462,0.044120684,0.05446454,0.05875108,0.058699187,0.062926434,0.08384114,0.14214236,38.41669219,0.276010416
0.056585595,0.057099797,0.073263645,0.08300183,0.08135769,0.08241866,0.11426315,0.17288813,38.55315243,0.276233817
0.094303556,0.095842734,0.1089948,0.1147417,0.120991915,0.13339372,0.15353456,0.2411695,38.44518642,0.276315385
0.05858199,0.05856045,0.068290435,0.07482899,0.07690139,0.08347657,0.10366632,0.15847377,66.46732989,0.276578975
0.069729425,0.070111685,0.07982948,0.08404116,0.08856768,0.09829111,0.11404065,0.18841253,37.73785061,0.276731265
0.12380856,0.12723094,0.14769289,0.15896823,0.16523589,0.17707798,0.21155354,0.30138418,37.60669856,0.276854971
0.044469275,0.043866195,0.053336725,0.05970214,0.05997492,0.063725114,0.08406027,0.13320501,41.79741251,0.276882925
0.06954929,0.07067708,0.084407665,0.09750538,0.09948944,0.10380863,0.13106228,0.18323946,59.73259669,0.276893186
0.076040156,0.07753463,0.09472635,0.103014775,0.104254894,0.10909947,0.13928324,0.20767817,33.05148728,0.276895428
0.10267946,0.105799444,0.12668073,0.14243856,0.14581731,0.15194395,0.18978436,0.2610746,65.6549506,0.27696697
0.12568475,0.12932035,0.15008986,0.16158363,0.16812684,0.18035117,0.21490969,0.30371746,43.41070888,0.276978647
0.0499854,0.049372245,0.05826161,0.060715683,0.06237289,0.06925096,0.08608628,0.1630453,40.10681211,0.277063081
0.14531584,0.15131897,0.17819673,0.19432643,0.20163311,0.2132756,0.25538749,0.34575823,69.79487864,0.277112222
0.13672139,0.14028262,0.16291745,0.1716981,0.17837213,0.19256903,0.22897157,0.35055217,31.24108895,0.277166684
0.10160776,0.1052828,0.12719503,0.1409809,0.14431536,0.15048915,0.18661027,0.25669464,59.74098537,0.277210323
0.12657878,0.1299039,0.14686464,0.15565787,0.16464627,0.18034402,0.2057701,0.30499604,43.60806064,0.277289376
0.14796925,0.15260798,0.17173766,0.1819512,0.19310759,0.21181306,0.23993124,0.3589174,60.56190483,0.277332576
0.14025497,0.1438792,0.16239022,0.17150651,0.18116868,0.19802947,0.22649111,0.34715387,32.99476669,0.277352027
0.0921816,0.09309925,0.10519963,0.110643506,0.116578296,0.1282682,0.1472723,0.2330583,22.95730853,0.277359104
0.12235382,0.12613496,0.14758652,0.15722965,0.16348812,0.17577983,0.2091946,0.30261186,54.84212203,0.27736042
0.1445548,0.14906934,0.17140226,0.1814308,0.19017304,0.20646398,0.24068666,0.3552411,45.71750162,0.277494746
0.09857524,0.10131628,0.12200079,0.13752216,0.14004399,0.14503199,0.1834039,0.2542972,41.75074936,0.277677774
0.13115087,0.13436548,0.15323639,0.16241927,0.17044947,0.185177,0.21469499,0.3154572,32.5558534,0.27768387
0.04582169,0.045255993,0.055095088,0.06175681,0.06186177,0.065747075,0.087076865,0.13803878,60.12409502,0.277689758
0.13449605,0.13849488,0.15651023,0.16684403,0.17654103,0.19268243,0.22058137,0.316649,53.07478271,0.277745189
0.055404365,0.055042546,0.06294831,0.065756045,0.06889498,0.07730556,0.091747105,0.1728015,54.36572655,0.277809432
0.09984319,0.102456324,0.121980615,0.13694866,0.14018685,0.14620902,0.18227993,0.25174594,37.32722967,0.277892948
0.10159681,0.10397367,0.11919111,0.12817386,0.13437508,0.1461595,0.1716451,0.24788597,68.8053271,0.277918102
0.12708928,0.13087685,0.15132637,0.16293015,0.17000502,0.18285285,0.21642518,0.30535394,50.94132539,0.278044141
0.07188595,0.073433034,0.09011241,0.104004785,0.1055108,0.10873848,0.13865715,0.19199166,68.78811506,0.27834654
0.125818,0.12907282,0.14689024,0.15490165,0.16336729,0.17876525,0.2050693,0.31026745,36.85055821,0.278355087
0.096168004,0.09915612,0.120941244,0.13454077,0.13639507,0.1407172,0.1787128,0.25040168,28.32153542,0.278362138
0.06735983,0.068384506,0.0830665,0.09687332,0.09777578,0.100523904,0.1301066,0.18256098,40.91561747,0.278368492
0.051262926,0.050684825,0.059536092,0.061805453,0.0640222,0.071540825,0.08712053,0.16235748,48.21797161,0.278427684
0.1314895,0.13497281,0.15444979,0.16371018,0.17165379,0.186503,0.21699156,0.32079542,39.8384128,0.278508017
0.043748267,0.042998824,0.054749645,0.05888402,0.0575298,0.060526323,0.08466032,0.14887188,24.28882137,0.27850875
0.14297655,0.14892918,0.17631945,0.19245847,0.19906044,0.20987159,0.25331557,0.3447448,64.24033231,0.278539672
0.050813016,0.050234396,0.058502138,0.061327763,0.06357433,0.070852004,0.08625268,0.15684935,42.52854397,0.278580491
0.07320997,0.073971145,0.091655485,0.09968722,0.09946379,0.102483794,0.13539681,0.20808175,20.82495032,0.278717056
0.05423814,0.053883735,0.06537544,0.07189843,0.07169698,0.07549498,0.10070688,0.16123883,20.61868053,0.278725745
0.09684139,0.09893138,0.11554402,0.12413043,0.12838738,0.13827856,0.1677062,0.2498495,57.6025307,0.278746421
0.05090103,0.050343446,0.059240844,0.06145925,0.063618146,0.071075976,0.08672324,0.1621085,57.32951097,0.279025136
0.083866574,0.08595727,0.10249225,0.1113296,0.11470559,0.122154444,0.14941321,0.21378018,65.91818567,0.279053064
0.13241291,0.13629465,0.15398361,0.16343836,0.17325893,0.19010416,0.2159595,0.3153361,69.13211938,0.279153372
0.12299123,0.12521607,0.14417444,0.15256265,0.15858042,0.17081316,0.2035565,0.31386337,22.4959645,0.279187222
0.044959538,0.044384174,0.054946817,0.05925703,0.05913723,0.06338256,0.08455515,0.14343262,50.08307356,0.279275863
0.06837693,0.069545835,0.0841455,0.09786853,0.09917846,0.10245925,0.13156825,0.18419686,57.6377968,0.279320857
0.0967321,0.09876483,0.119220234,0.13446744,0.13624124,0.13995877,0.17905134,0.24941015,20.80372048,0.279344052
0.06717755,0.06844181,0.086638294,0.10167927,0.101155244,0.10147926,0.13574164,0.19015259,30.81338017,0.27938244
0.05446363,0.05392422,0.061661307,0.06431839,0.06726603,0.0753363,0.08956158,0.16881827,31.8326791,0.279404763
0.14242749,0.14626093,0.16769673,0.17732304,0.18572082,0.20145793,0.23465332,0.34749258,32.11307984,0.279602886
0.0710493,0.07242745,0.08877792,0.10263306,0.103910275,0.10693065,0.13694517,0.19004771,53.69610702,0.280090442
0.11542592,0.11897251,0.14107856,0.15679452,0.16120774,0.16887519,0.20773199,0.2831894,43.16057188,0.280145447
0.13094378,0.13459061,0.1521757,0.16135702,0.1707905,0.18723312,0.21324036,0.31270018,61.49079012,0.280268927
0.066328555,0.06719155,0.08214537,0.09598861,0.09660375,0.09854549,0.12897484,0.18179223,20.60576282,0.280290962
0.0512005,0.050647356,0.0590099,0.061853014,0.06409478,0.07144376,0.08708173,0.15848625,45.33647932,0.280291933
0.057594143,0.05804207,0.07197893,0.08087307,0.08091153,0.08389636,0.110873744,0.16556796,43.64878137,0.280367909
0.12262787,0.12568738,0.14433904,0.1516341,0.15899286,0.17349283,0.20177051,0.31406978,37.76455673,0.280417436
0.13421983,0.13908209,0.16565195,0.18090475,0.18583496,0.19446036,0.23832382,0.32874128,34.28999477,0.280420856
0.12095603,0.124492176,0.14301452,0.15714845,0.16467191,0.17622086,0.20668887,0.27574554,45.96362601,0.28066612
0.049659126,0.04896571,0.056827113,0.059624527,0.061888706,0.06891953,0.083692916,0.15284209,28.78341045,0.280765682
0.12871572,0.1322376,0.1496207,0.15821946,0.16756427,0.18375379,0.20871872,0.3085157,43.03750188,0.280819584
0.13592596,0.14003684,0.15858683,0.16897461,0.17848045,0.19475225,0.2240233,0.3259775,65.37465918,0.281037184
0.046459768,0.045906056,0.055559207,0.062205262,0.062573425,0.06677374,0.08764163,0.13844861,66.40248677,0.281164032
0.06885725,0.070202775,0.087192945,0.10142077,0.10199143,0.10390883,0.13543183,0.18884717,45.12759592,0.281286276
0.042562813,0.04198091,0.053519454,0.06055514,0.058919523,0.06059948,0.08617072,0.14125621,31.34257064,0.281298363
0.04233043,0.04154501,0.051738136,0.058225956,0.057441033,0.059796304,0.082528025,0.1343727,25.58067,0.281306697
0.09407228,0.09719645,0.1221325,0.13672984,0.1365299,0.13796154,0.18185332,0.25647098,23.04315973,0.281557118
0.059138402,0.05974699,0.07429324,0.083532095,0.083565556,0.08663734,0.11456428,0.17036967,66.70935222,0.281675404
0.12334939,0.12602071,0.14429931,0.15297726,0.159703,0.17284036,0.20411961,0.31208158,28.67757314,0.28185022
0.048170503,0.047329236,0.05634287,0.057911266,0.059290882,0.06585051,0.082150005,0.16311817,23.45473818,0.282040842
0.09842795,0.10129332,0.12343103,0.13982292,0.14140318,0.14530365,0.18676841,0.2600044,50.37854166,0.282129464
0.15237683,0.15733849,0.1761531,0.18712468,0.1993934,0.21904226,0.24564826,0.3554257,67.51553131,0.282144383
0.1371063,0.14243074,0.169573,0.18517505,0.19054061,0.19978245,0.24378197,0.3350257,42.66064559,0.282391786
0.14325544,0.14760233,0.16984127,0.1796713,0.18813844,0.20413569,0.23835814,0.35288063,45.92889594,0.282744176
0.14786926,0.15246785,0.17134991,0.18167147,0.19299595,0.21167739,0.23921075,0.3537822,53.98975063,0.282781089
0.056880526,0.056636408,0.06428308,0.067581154,0.071283236,0.08013888,0.09375466,0.16723286,65.27686335,0.282930429
0.11689352,0.12054346,0.144415,0.15590288,0.1594808,0.1675221,0.20742178,0.29799536,29.96815633,0.283134078
0.051238187,0.05068974,0.060768466,0.062452648,0.063927114,0.071145,0.08895949,0.17344956,69.09835812,0.283402396
0.14901097,0.1537716,0.17539945,0.18605441,0.19602421,0.21346146,0.24560764,0.35473624,56.18235655,0.283662096
0.070156045,0.07060524,0.080019265,0.084727585,0.08908738,0.09848895,0.1155157,0.19264762,41.13177531,0.283685282
0.097879864,0.09999701,0.11713433,0.123261206,0.12807006,0.13889772,0.1654089,0.2555362,39.70454929,0.283880634
0.15065709,0.15547585,0.177493,0.18787421,0.19793524,0.21559799,0.24784853,0.35968,55.10476972,0.283983587
0.053610895,0.05308579,0.060382366,0.063239776,0.066415854,0.074426144,0.08772699,0.16265611,29.63283613,0.284028931
0.11442182,0.117701314,0.14084145,0.1520632,0.15545936,0.16313837,0.20274127,0.29308575,24.75983367,0.284166088
0.11924486,0.121927604,0.13978739,0.1472593,0.15410385,0.16784357,0.19632228,0.30490074,32.40658489,0.284381574
0.11592899,0.11872366,0.13514821,0.14214608,0.14998601,0.16458334,0.18858387,0.29745418,41.88958416,0.284429648
0.13677044,0.1409994,0.15995188,0.16945574,0.17958117,0.1966305,0.22287846,0.32041544,66.03560401,0.284537519
0.058451515,0.059052575,0.074466415,0.08402559,0.08327346,0.085493416,0.11543765,0.17323065,59.3678583,0.284541379
0.048953086,0.04831584,0.055659425,0.05820679,0.060848348,0.06847538,0.0821066,0.15613125,52.03389495,0.284739876
0.05577222,0.05524744,0.06334483,0.066260666,0.06902828,0.07697174,0.09236402,0.16935658,32.00773421,0.284854478
0.12602675,0.12901483,0.14649881,0.15444078,0.16285644,0.1781345,0.20402932,0.30750895,32.16858728,0.28506341
0.114462584,0.117857724,0.14307544,0.15445036,0.156527,0.16291547,0.2060486,0.30095205,22.87763642,0.28522662
0.11635024,0.119971246,0.14202337,0.15780756,0.1624278,0.17037563,0.20914835,0.285021,48.50860266,0.285253988
0.12066166,0.12487379,0.14841445,0.16025713,0.16514356,0.1747441,0.21265794,0.30069086,49.22580708,0.285355526
0.054421414,0.05386233,0.06138956,0.06414552,0.06721515,0.07530429,0.08909665,0.1662334,31.2335642,0.285390404
0.1170883,0.119983874,0.14097783,0.15081052,0.15546927,0.16578116,0.20166907,0.29644647,30.037851,0.285602037
0.06900028,0.06945454,0.07884658,0.08352101,0.08784736,0.0970492,0.113854244,0.18916062,38.63173702,0.28602353
0.10004943,0.102395594,0.11958188,0.1260399,0.13134454,0.14275916,0.16888477,0.25659025,60.96744503,0.286587189
0.097888455,0.09978008,0.11148908,0.1183058,0.12631196,0.1399957,0.15651846,0.23447256,50.19409108,0.287196861
0.12465283,0.1290861,0.15208824,0.16422419,0.17021105,0.18112439,0.2175222,0.30344483,64.79135789,0.287298103
0.1134575,0.11598682,0.13291198,0.13927406,0.14624333,0.16008988,0.18539588,0.29775935,36.32148237,0.287606321
0.0709977,0.07157765,0.0809106,0.08584227,0.090571016,0.10029869,0.11666513,0.19013406,46.48750284,0.287696322
0.12105199,0.124931194,0.14611913,0.16158535,0.1676979,0.17753108,0.21333627,0.28679794,67.86393851,0.287753955
0.074905574,0.0772036,0.09692516,0.110078506,0.11060602,0.11292022,0.14647108,0.2042749,64.46745388,0.287821804
0.09731216,0.09916511,0.110524364,0.11741993,0.12552965,0.13918075,0.15523288,0.23300937,45.43448446,0.28806561
0.067882575,0.06961757,0.08842672,0.10029178,0.09989941,0.10128395,0.13470443,0.19294916,36.24141546,0.28807286
0.12806638,0.13147174,0.15056023,0.15865469,0.16678862,0.18169717,0.20938464,0.31232753,37.45492529,0.288094175
0.07159635,0.07328705,0.08959012,0.10043982,0.10218647,0.1064224,0.13433032,0.18879282,51.15593515,0.288158994
0.098049656,0.09997139,0.11134593,0.11836268,0.1266273,0.14044978,0.15640198,0.23364392,48.75225068,0.288162101
0.09918674,0.101628125,0.11989249,0.12607001,0.13071409,0.14163607,0.16974597,0.26314116,63.67562027,0.288325449
0.15559985,0.16195032,0.18941525,0.20393138,0.21240887,0.22644907,0.26816288,0.3677945,69.27151039,0.288367243
0.098930106,0.10096251,0.11302507,0.11990879,0.12798491,0.14187126,0.15886815,0.23900063,63.28796864,0.288514932
0.14901851,0.15364903,0.17504497,0.18531229,0.19535948,0.21284197,0.24413964,0.3542708,46.42287181,0.288684407
0.09952167,0.10172351,0.11862043,0.124999024,0.13025959,0.14156216,0.1673071,0.25454512,47.61360719,0.288697432
0.15185857,0.15782228,0.18401352,0.19807829,0.20653497,0.22041501,0.2604562,0.35761088,56.25859566,0.288768362
0.09951532,0.10190465,0.120664954,0.12669645,0.13101329,0.14169964,0.17066827,0.26623222,62.70212729,0.289077511
0.05541091,0.054913633,0.063003115,0.0658443,0.068515696,0.076424204,0.092116095,0.17267302,32.62051766,0.289117005
0.12780215,0.13109803,0.150219,0.15822016,0.16618928,0.18092178,0.208911,0.31253278,33.92213274,0.289151279
0.080803566,0.08221124,0.097396106,0.10295454,0.10633227,0.11503805,0.13965262,0.2183806,45.69541942,0.289291976
0.13375695,0.13765207,0.15662111,0.16562118,0.17502268,0.19127916,0.21805446,0.3165959,48.59425057,0.289425201
0.059965294,0.060273316,0.07309109,0.08440478,0.085097805,0.088591024,0.11491956,0.16668443,67.90733971,0.289475625
0.07506957,0.07760584,0.09970311,0.11405435,0.11328637,0.11389121,0.15186882,0.21294159,61.92384648,0.289596609
0.13412204,0.13921607,0.16427417,0.17834905,0.18460247,0.1954288,0.23515709,0.32361478,54.03004033,0.290272509
0.05692193,0.056621768,0.06426697,0.06768956,0.0711557,0.07965793,0.09386099,0.16761471,41.1184723,0.290299266
0.08075663,0.08224873,0.09783278,0.103369564,0.10658744,0.11520039,0.14051804,0.2218354,50.35063386,0.290381379
0.12653895,0.1315936,0.16018802,0.17449386,0.17748792,0.18441884,0.23169838,0.32673842,50.00137134,0.290499027
0.04666575,0.045688797,0.0531175,0.055091273,0.057030827,0.06380343,0.077982,0.15816343,23.60993931,0.290627413
0.15519047,0.1601302,0.18083581,0.19194803,0.20346898,0.22238226,0.2514844,0.35459033,55.35306929,0.29062849
0.09398425,0.09605924,0.11357478,0.123387545,0.12643605,0.13428763,0.1672248,0.24831638,41.76050559,0.290642008
0.07289964,0.07546991,0.098405,0.113126144,0.11146757,0.11093168,0.15081461,0.21316203,59.77974701,0.290665807
0.07764893,0.078502856,0.09447517,0.099267796,0.101136714,0.10825066,0.13536838,0.22086316,22.64272883,0.290667764
0.111721836,0.11413868,0.13085414,0.13703561,0.14380668,0.15736242,0.18246658,0.2966813,35.61023724,0.290745662
0.141317,0.14637218,0.17410614,0.18736424,0.19263291,0.20274295,0.24786997,0.35090584,34.2382056,0.290764557
0.09085646,0.09267535,0.106027365,0.11285744,0.11895736,0.13054298,0.15113135,0.22436865,64.09959911,0.290998369
0.090614386,0.09242724,0.10681806,0.113409765,0.11882137,0.12989742,0.1524611,0.22974974,66.27447792,0.291003036
0.06613888,0.066530325,0.078796186,0.081563935,0.08434115,0.09288162,0.1126254,0.20414774,46.76852022,0.29113823
0.046667777,0.045747306,0.052913047,0.055054437,0.05721252,0.06411962,0.07771266,0.15535639,25.41578471,0.291298833
0.08219409,0.08372219,0.09939714,0.10506076,0.10844666,0.11729146,0.14256836,0.22198176,57.83709117,0.291381155
0.13364328,0.13845609,0.1629985,0.18196315,0.1882986,0.19749023,0.23912558,0.31785685,57.15988025,0.29143772
0.0919856,0.09342998,0.11031799,0.11968856,0.122325,0.12938094,0.16201206,0.24336359,23.54451368,0.291490704
0.11646365,0.1191917,0.13943315,0.14917688,0.15409084,0.16451286,0.19929013,0.29226866,29.40731059,0.291570036
0.097278856,0.09954218,0.116106324,0.12596676,0.13037221,0.13965502,0.16958942,0.24590509,46.82931294,0.29158205
0.12320757,0.12681144,0.1478358,0.15836233,0.16442245,0.1764185,0.21096602,0.3022279,51.22562369,0.291892463
0.055553988,0.0557187,0.06883842,0.0801097,0.07992958,0.08192535,0.10928156,0.16001114,33.94451923,0.29193177
0.11670242,0.11966558,0.14147566,0.1513326,0.15551299,0.16538134,0.20286803,0.3004284,30.94891559,0.29195046
0.06579986,0.06745213,0.08790321,0.10041985,0.09851239,0.097941466,0.13504611,0.19586746,29.42197528,0.291971807
0.055742987,0.055117413,0.06308649,0.066092014,0.06895286,0.07679774,0.0918507,0.16612542,24.61195635,0.291981274
0.119727686,0.12294338,0.13960402,0.14723562,0.15585792,0.17134126,0.19525915,0.3007243,63.87164329,0.292001336
0.052618444,0.052606408,0.06848275,0.08171897,0.078938164,0.07739956,0.11199746,0.16733463,21.60976508,0.292152075
0.14690417,0.1511992,0.17243445,0.18235013,0.19191347,0.20883489,0.24034145,0.3520215,37.09141317,0.292290282
0.083209954,0.0841627,0.09830128,0.10376393,0.107474476,0.11651103,0.1402203,0.22386315,27.07807675,0.292329538
0.09263429,0.09422827,0.111527435,0.12103192,0.123459905,0.13066137,0.16383624,0.24528493,26.93829948,0.292490953
0.08109451,0.08257786,0.09814378,0.10371755,0.10697875,0.11563702,0.14097495,0.22126709,50.14547567,0.29269587
0.09585852,0.09728664,0.112090014,0.11765752,0.12284519,0.13424446,0.1579747,0.25253332,27.56019854,0.292795188
0.06666527,0.06830871,0.08693926,0.098666325,0.098132685,0.099274024,0.13259088,0.1904381,35.88779601,0.292960995
0.092768684,0.09417943,0.10653734,0.11254055,0.11849622,0.13040712,0.15117401,0.23955017,39.44373928,0.292972786
0.050220914,0.049570657,0.05700171,0.0596281,0.062378816,0.070237696,0.08394934,0.15840645,59.04226608,0.293045129
0.11171109,0.11441101,0.13019444,0.13791344,0.14506209,0.1585573,0.18466409,0.28724048,46.02184803,0.293149592
0.13204251,0.13688816,0.1625593,0.18222332,0.18765274,0.19561231,0.24003586,0.32110035,58.08411453,0.293242991
0.08800951,0.08944466,0.103158295,0.108050756,0.113207325,0.12438775,0.14553906,0.2400889,43.57550622,0.293243221
0.14526582,0.15106286,0.17954682,0.19334418,0.19934237,0.21043244,0.25564554,0.3583483,51.7017754,0.293319414
0.053718437,0.053698804,0.06825006,0.0804041,0.07883787,0.07883146,0.10966348,0.16187997,24.02716139,0.293356587
0.0570342,0.056654833,0.06456711,0.067747645,0.07089796,0.079297185,0.094293535,0.17146598,41.10066744,0.293425559
0.12571782,0.13007796,0.15625586,0.17609346,0.17989562,0.18564169,0.23252815,0.3142789,37.43368046,0.293697224
0.114322826,0.11655777,0.1322168,0.13888802,0.1463772,0.16037388,0.18358217,0.28968716,25.023636,0.293805219
0.053615656,0.05314568,0.05996431,0.06338761,0.06682456,0.07505885,0.08819627,0.15723756,47.53165817,0.293886007
0.07229289,0.07501751,0.09917537,0.11443996,0.11211246,0.11059172,0.15262814,0.21592551,60.1628711,0.293940867
0.12882017,0.13338748,0.15939987,0.17914678,0.18367893,0.19041702,0.2360905,0.31702286,44.11610846,0.294006843
0.09208589,0.09339781,0.11000595,0.119208835,0.122049876,0.1290842,0.16070129,0.23892723,22.70587904,0.294116722
0.111292586,0.11456203,0.13712381,0.15299141,0.15626319,0.16244106,0.2034591,0.2808718,37.76417221,0.29430174
0.08629083,0.086649284,0.099603154,0.10419316,0.10797341,0.11753766,0.14107525,0.24232396,20.1976629,0.29453397
0.11578571,0.11874599,0.13397892,0.1424395,0.15088186,0.16539699,0.18925035,0.2823162,52.05174575,0.294706197
0.08750734,0.08908337,0.10331493,0.109507605,0.11436224,0.124746636,0.14743161,0.22563398,47.8910235,0.295022307
0.10825142,0.11035316,0.124853626,0.13223177,0.1395571,0.15305671,0.17555398,0.26276857,31.54664803,0.295335649
0.059010115,0.059330277,0.072305724,0.083677895,0.08415819,0.087299354,0.11398796,0.16535659,68.64067282,0.295526294
