CB,B,G1,G2,Y,R,RD,NIR,Sun_elevation,GAI
0.094599225,0.096111804,0.10755336,0.11426937,0.12174076,0.13499354,0.15191625,0.22441122,52.96623932,0.186733166
0.0966864,0.098334335,0.10966811,0.11673845,0.12469401,0.13843961,0.15487833,0.22513348,65.20063607,0.186752121
0.12984852,0.13343574,0.15160668,0.16377333,0.17259908,0.18662584,0.214978,0.2891382,39.36310571,0.187639671
0.13167928,0.13545981,0.15361458,0.16595386,0.17523405,0.1897989,0.21776189,0.2912393,44.95010808,0.187841686
0.051226992,0.051403396,0.063668124,0.07199705,0.07274759,0.07601511,0.09779389,0.14223242,45.77520964,0.188411465
0.10959295,0.11179238,0.12722048,0.13612339,0.14290404,0.15527222,0.18113254,0.26003277,23.55184729,0.188718087
0.08219148,0.08326668,0.09672012,0.10228094,0.106672056,0.11657276,0.13818373,0.21281491,36.53032019,0.188986022
0.112260126,0.11470254,0.12930125,0.13853638,0.14652216,0.16008884,0.18335289,0.25686166,32.34412297,0.189169338
0.098956056,0.100632206,0.11285042,0.11987342,0.12742226,0.14071673,0.15882945,0.23072298,38.66061257,0.189240859
0.1436277,0.14843498,0.16835971,0.18576741,0.19677512,0.2116312,0.24098201,0.30828607,67.96612988,0.189734713
0.051498394,0.051016975,0.06069487,0.064707205,0.0665114,0.072994046,0.09062725,0.14812587,59.70423885,0.190860442
0.12274449,0.12503757,0.14086026,0.14933838,0.15756018,0.17229854,0.19683717,0.28321758,22.22670593,0.191043671
0.069083,0.06921079,0.07865221,0.08331618,0.08766194,0.09721229,0.113421045,0.18041478,31.37521203,0.191151598
0.13315925,0.13726924,0.16061877,0.18066366,0.1876851,0.1965335,0.23530033,0.30683044,26.26790355,0.191196344
0.07164229,0.07202026,0.08172809,0.08671787,0.09148803,0.101697445,0.117994785,0.18518505,62.13522685,0.191264486
0.08108528,0.081694804,0.09375368,0.09887475,0.10360569,0.1138045,0.13294569,0.20590284,22.64318188,0.191498975
0.08168965,0.08263685,0.0953956,0.10100004,0.10563265,0.11561307,0.13614188,0.20844373,30.79006805,0.191628035
0.110130735,0.11252179,0.12784863,0.1368873,0.14394853,0.15674002,0.18223472,0.26036388,36.1143063,0.192016785
0.139328,0.14347702,0.16281894,0.17428626,0.18415786,0.20020756,0.22855389,0.31114665,50.37979435,0.192504074
0.16193412,0.16697076,0.18493739,0.19696255,0.21104135,0.23244254,0.25614932,0.3505159,68.7719248,0.192658502
0.080778815,0.081525914,0.09409368,0.09953492,0.10395377,0.11363633,0.13421984,0.20835626,24.27066325,0.193012162
0.10132032,0.103239946,0.11577972,0.123096354,0.13100615,0.14482208,0.16310547,0.23431557,59.09869537,0.193277359
0.098649226,0.100426264,0.11359696,0.12034675,0.12735152,0.14040041,0.16035728,0.2391214,45.56567937,0.193296144
0.050628874,0.050882366,0.06381158,0.07238285,0.072700605,0.07533137,0.09829954,0.1430933,47.40199659,0.193731734
0.13712373,0.14181523,0.16435367,0.18370168,0.19228709,0.2034676,0.23911458,0.3094687,45.95421821,0.193745914
0.0858626,0.08728574,0.10075234,0.107625246,0.11278609,0.12311603,0.1442358,0.20842358,59.7191242,0.194308531
0.11105128,0.113482565,0.12770022,0.13682632,0.14491704,0.15891036,0.18143205,0.25530156,56.63639001,0.19470114
0.15702464,0.16183801,0.1802124,0.19185221,0.2048262,0.22504842,0.25049043,0.34809822,57.06945559,0.195034881
0.14737044,0.15047354,0.16806333,0.1775975,0.18825942,0.20612001,0.23236603,0.34218028,21.24382255,0.195257733
0.13534032,0.13863477,0.15709381,0.167879,0.17693026,0.1918521,0.21978094,0.30151376,24.96204903,0.195444668
0.13842951,0.14256679,0.16216817,0.17355545,0.18314117,0.19889839,0.22780234,0.31127876,52.17820571,0.195900771
0.16015595,0.16510396,0.18273535,0.19493581,0.20893678,0.22995539,0.25316566,0.34304884,51.64388585,0.196382601
0.0851847,0.086670585,0.10066769,0.10747506,0.1122637,0.12224252,0.14445966,0.21086623,66.36900563,0.196728965
0.154127,0.15875402,0.17690839,0.1882599,0.2008581,0.22057791,0.24595006,0.344351,48.86172129,0.196773443
0.13586378,0.13977826,0.16009907,0.1711702,0.17973644,0.19444008,0.22518253,0.31155282,38.50700028,0.196796924
0.08158036,0.08259546,0.09552293,0.10072416,0.10542101,0.11582825,0.13604757,0.21111517,50.93352595,0.196857366
0.10596952,0.10792939,0.12284854,0.13129462,0.1377088,0.149951,0.17497534,0.25342986,28.20254098,0.196871354
0.08361501,0.08473225,0.09717805,0.10281564,0.10818639,0.11922449,0.13843904,0.21096742,60.8221146,0.196946276
0.08179368,0.082818605,0.09547922,0.10080489,0.10570699,0.11626045,0.1360734,0.21044737,45.43451567,0.197143925
0.08100867,0.08192504,0.09577142,0.101958066,0.10566369,0.11426111,0.1374284,0.20641486,22.30426375,0.197433128
0.10946765,0.11181583,0.12629327,0.13523363,0.1428222,0.15634722,0.17966543,0.25503844,47.81786347,0.197449454
0.0863646,0.087658584,0.09915046,0.10569039,0.11208784,0.12379804,0.14117607,0.20524307,65.23331075,0.197745801
0.08127579,0.08227967,0.0956173,0.10105705,0.1053221,0.11504658,0.13646375,0.2105557,35.3265955,0.19778293
0.09754532,0.09905881,0.111680254,0.11830777,0.12525228,0.13803086,0.15712824,0.23247781,31.86698408,0.199314634
0.081834,0.082956515,0.09726879,0.103581704,0.10732919,0.11610823,0.1397665,0.20992817,29.92271408,0.199341999
0.16844857,0.17441358,0.19641168,0.21246976,0.22548504,0.24426647,0.27706182,0.36254868,62.83532779,0.199605985
0.083526336,0.084839,0.099167764,0.10570109,0.10987215,0.11915896,0.14225191,0.20994045,41.24204034,0.199674721
0.16083285,0.16559738,0.1877792,0.20314077,0.21392177,0.2298128,0.2649726,0.35146677,24.07121087,0.20007192
0.066498995,0.06653325,0.07610323,0.08002808,0.084180795,0.093654655,0.1092667,0.1809089,36.28012255,0.200790969
0.1497481,0.15402071,0.17250085,0.18316308,0.19464773,0.21333094,0.24026205,0.3440863,43.4644612,0.200981186
0.161097,0.16631798,0.18846692,0.20395859,0.21537904,0.23191732,0.26630116,0.3517403,31.09628055,0.201058569
0.05138421,0.050948072,0.06074386,0.0647772,0.06653863,0.072957374,0.09085243,0.14804456,67.07506905,0.201098273
0.050802097,0.05030391,0.06013421,0.064039245,0.06561123,0.07181783,0.089740165,0.14670677,49.71431342,0.201101488
0.13753706,0.1420767,0.16421422,0.18203843,0.19050574,0.20204173,0.23677109,0.30672997,39.0167714,0.201108536
0.11774665,0.12087731,0.13692495,0.14827797,0.1566182,0.16997775,0.19565871,0.26556188,51.36011454,0.201230797
0.1562113,0.16098198,0.17955142,0.19102071,0.20370072,0.22371286,0.2497422,0.35024992,60.6047847,0.201345095
0.1635039,0.16901432,0.1911745,0.20686811,0.21878469,0.23609303,0.2699633,0.35557285,38.04593464,0.201414663
0.049553905,0.04897043,0.05880065,0.06254824,0.06384865,0.06966468,0.08787905,0.14619096,30.98052085,0.201732834
0.11590348,0.11883139,0.13482201,0.14597802,0.15396047,0.16677727,0.19263196,0.26285246,35.12490844,0.201841382
0.161881,0.16730765,0.18985857,0.20561296,0.21695356,0.23359066,0.26883152,0.355943,37.85798767,0.201928298
0.056817066,0.05632521,0.062334917,0.06642295,0.07095319,0.08022099,0.09125438,0.15150513,57.38434439,0.202331369
0.06793856,0.068270124,0.08034506,0.08625247,0.08887124,0.09621807,0.11791326,0.18119852,33.82417774,0.202396818
0.056008797,0.05538029,0.061245237,0.06528622,0.06974569,0.078744315,0.08931918,0.14534035,31.48720295,0.20295158
0.05859615,0.05825454,0.065473676,0.06963786,0.07400451,0.083227836,0.09554193,0.15259795,49.58027674,0.203198892
0.1149612,0.117776275,0.13328855,0.14423692,0.1523509,0.16516751,0.19014618,0.25903007,35.49002682,0.20330032
0.12338701,0.12685907,0.1421162,0.15365976,0.1636802,0.1789727,0.20177397,0.26831472,68.64317057,0.203501182
0.1378424,0.14221694,0.16427821,0.18203022,0.19052514,0.20196445,0.23670195,0.30642325,29.49383909,0.203747983
0.12071081,0.12373108,0.13912667,0.14840183,0.15762775,0.17325349,0.19589667,0.27349728,69.68178258,0.203758893
0.10918358,0.11154857,0.124446936,0.13288203,0.14168608,0.15642282,0.1756148,0.24857964,61.80737693,0.204422133
0.14700297,0.15038049,0.16789472,0.1775448,0.1884158,0.20653981,0.23234797,0.3395742,25.65432778,0.204495892
0.05727202,0.056783054,0.06283027,0.06695834,0.07153553,0.080887005,0.09197922,0.15218776,69.38739292,0.20450843
0.14023718,0.14505176,0.16721001,0.18505055,0.19419707,0.2065784,0.24065618,0.31071568,47.22051293,0.204572184
0.10601254,0.108091064,0.12139394,0.12925938,0.13701674,0.15083535,0.17167446,0.24963103,44.21304731,0.204673213
0.10599349,0.108172715,0.12141519,0.12936279,0.1372804,0.15122361,0.17178826,0.2494734,51.99924838,0.204830572
0.056476634,0.05592056,0.06390998,0.06733936,0.07069155,0.07907764,0.09321688,0.15823825,30.5605152,0.205380767
0.1351733,0.13928388,0.15857747,0.1690247,0.17853314,0.1944146,0.22210683,0.30769974,66.34852452,0.205502429
0.06656989,0.066639245,0.078494355,0.084221475,0.08660016,0.09347469,0.11522678,0.17902291,24.81729579,0.205593345
0.068303324,0.06850755,0.07738104,0.08195458,0.086955175,0.09710381,0.11117072,0.17610718,52.61617877,0.205849376
0.093179524,0.0947243,0.107224725,0.114344545,0.120736025,0.13283306,0.15285158,0.22333935,50.50974822,0.205980848
0.05641604,0.055919025,0.061872877,0.06597857,0.07053086,0.07973179,0.09052618,0.14914884,49.59848759,0.206127663
0.12300129,0.12628254,0.14317381,0.15363757,0.1621586,0.17670605,0.203406,0.28371078,68.27220335,0.206307984
0.1493055,0.15321541,0.17077875,0.18107727,0.19280386,0.21164735,0.23673232,0.34023532,29.7089212,0.20658561
0.059099335,0.058759786,0.066148944,0.07028766,0.0746149,0.08389307,0.09647924,0.15495794,62.88516519,0.20670062
0.101811275,0.10339031,0.11653411,0.123781525,0.13064212,0.1433173,0.1645133,0.2446496,28.12261371,0.206773026
0.11589909,0.11805463,0.13432233,0.14376006,0.15063353,0.16310766,0.1903098,0.27056694,25.66369925,0.206902581
0.06976173,0.070226945,0.08084735,0.08636918,0.09047579,0.09958392,0.117564134,0.17909415,57.27830304,0.206916334
0.113834396,0.11648156,0.13150826,0.14007547,0.14829828,0.16261925,0.18544711,0.26500344,42.60234556,0.207149876
0.11450412,0.11694785,0.13242672,0.1408,0.1485556,0.16259737,0.18647642,0.26739022,33.6959762,0.207342527
0.07161096,0.072177954,0.08301447,0.089334704,0.093573816,0.102576554,0.121076934,0.17837825,60.10722973,0.20764142
0.068950266,0.0691906,0.07881827,0.08316171,0.08781725,0.09789508,0.11331917,0.18320376,63.99646892,0.207667779
0.11128673,0.11401286,0.13215259,0.14397688,0.14972135,0.15996437,0.19077319,0.26180026,35.34453033,0.207713615
0.15970583,0.16531147,0.1878807,0.20140624,0.21295236,0.23084834,0.2631441,0.3521021,68.31742583,0.207762888
0.06809455,0.068517596,0.080160305,0.086143,0.089193694,0.09690055,0.11761172,0.17919047,38.86908206,0.208038985
0.08653474,0.08760553,0.09763279,0.10380888,0.11072929,0.12319367,0.13861011,0.20813473,49.78572077,0.208067535
0.06696776,0.06730317,0.07878446,0.08386156,0.08687091,0.094905846,0.11500545,0.18200076,41.08528105,0.208265043
0.071773715,0.07237644,0.08464157,0.09096848,0.094273135,0.10255742,0.123941936,0.18598223,65.32738203,0.208287763
0.12292408,0.12619898,0.14239232,0.15281826,0.16180857,0.17673767,0.2017654,0.27954578,55.83871302,0.208330835
0.16251719,0.16752703,0.19208792,0.21043918,0.22026192,0.23413056,0.27366546,0.35629264,21.38860681,0.208414701
0.08425971,0.08513081,0.0955374,0.10117654,0.10733118,0.11910356,0.13571435,0.21016794,34.89367734,0.208443068
0.11459058,0.11726197,0.13347064,0.14452791,0.15192781,0.16402282,0.19083689,0.26193088,28.05137329,0.208581016
0.093291834,0.09486059,0.10744075,0.11459276,0.12097321,0.13305123,0.15328413,0.22362496,48.65001861,0.208664182
0.085733384,0.08674967,0.09698139,0.10295806,0.10958003,0.12179389,0.13778664,0.20944126,41.33844743,0.208691509
0.12863432,0.13231544,0.15128934,0.16288707,0.17110448,0.18504661,0.21505484,0.29574978,54.99571864,0.208787454
0.12765217,0.1313076,0.15098417,0.16257416,0.17018238,0.18348844,0.21501851,0.29681578,56.38218491,0.209011736
0.1604288,0.16519248,0.19047853,0.20551023,0.21432169,0.22837284,0.26880935,0.36152527,24.17606815,0.209056719
0.050023086,0.049242027,0.05533257,0.05868981,0.062397115,0.07074603,0.08162426,0.13906103,53.19699716,0.209149317
0.09167639,0.09299918,0.10518487,0.11213436,0.11834105,0.13005723,0.14982928,0.21904427,34.51617689,0.209173808
0.048189342,0.04713223,0.053735547,0.05628857,0.059046034,0.0665733,0.078885525,0.14509393,22.75833887,0.209179602
0.11415997,0.116707414,0.1292136,0.13773814,0.14745282,0.16318294,0.18133338,0.258975,66.22915191,0.209540698
0.117072456,0.12027521,0.13775127,0.14974998,0.15718421,0.16950615,0.19756007,0.26675302,67.30126611,0.209609803
0.11225365,0.11479578,0.12741145,0.13576163,0.14520916,0.16059907,0.17903323,0.2573024,57.17006373,0.209794303
0.048391566,0.047458142,0.054188788,0.056805413,0.059645757,0.0673352,0.07976766,0.14655693,32.61263252,0.209949555
0.08348628,0.08425877,0.094516665,0.10008054,0.10614996,0.117710344,0.13406561,0.20745942,28.14741854,0.210083795
0.0961539,0.09783929,0.109911844,0.11744316,0.12466559,0.13756819,0.15629438,0.22355486,59.54900103,0.210265047
0.12800136,0.13174509,0.15130912,0.1629607,0.17079173,0.18432876,0.21558203,0.2977507,61.05485624,0.210297274
0.118381955,0.12133813,0.13801312,0.14931849,0.15712713,0.16999602,0.19688015,0.26676065,40.20543927,0.210387167
0.15455154,0.1598936,0.18282361,0.19589849,0.20631015,0.2229221,0.2566058,0.34757534,50.53210867,0.210498367
0.11600942,0.11830127,0.13418517,0.1436966,0.15106414,0.16389498,0.18996109,0.2695984,26.73061755,0.210498554
0.055745143,0.05517506,0.061241392,0.06524108,0.06963523,0.07858769,0.08943503,0.1465277,33.9043481,0.210542228
0.11090078,0.11355495,0.13052236,0.14194764,0.14840385,0.15932886,0.18758698,0.25605616,34.68252134,0.210587026
0.16808596,0.17392659,0.19676621,0.21452516,0.22700857,0.24443384,0.2783857,0.35799965,48.55745685,0.210805346
0.0503348,0.04950571,0.056450658,0.059286654,0.06238725,0.07054798,0.08320839,0.15014505,60.66818399,0.210897177
0.12234106,0.12549992,0.14604115,0.15723217,0.16307755,0.17433962,0.20906417,0.29576486,28.96394442,0.21141937
0.16746737,0.17354125,0.19786173,0.2164208,0.22816812,0.24459048,0.28181854,0.36485678,65.07086885,0.211462067
0.04891076,0.048070513,0.05473538,0.057549175,0.06061879,0.068531655,0.080707744,0.14561908,40.55629535,0.211501774
0.04429252,0.043286566,0.052354112,0.056167107,0.056708016,0.061543502,0.08022076,0.136854,23.4959636,0.211792653
0.15938507,0.16475338,0.18996878,0.20862982,0.21802953,0.23141728,0.2721958,0.3564904,31.10949663,0.211850759
0.074865766,0.07579907,0.088393636,0.09370639,0.09774996,0.10689575,0.12697281,0.1940228,53.80837535,0.211896264
0.11462483,0.117792085,0.13596097,0.14806509,0.15469281,0.16602664,0.19603658,0.26717514,59.01234754,0.212418121
0.116029896,0.11867592,0.1328539,0.14074896,0.14992799,0.16559665,0.18564409,0.27334,47.79063788,0.212463755
0.113221064,0.11568891,0.13136734,0.13963903,0.14715259,0.16093172,0.18538143,0.26855722,34.2157109,0.212702038
0.07407836,0.07474745,0.08636938,0.09163638,0.09588572,0.105029225,0.12361451,0.1872301,33.34228572,0.212785662
0.13982822,0.14407958,0.1629693,0.17323485,0.18373886,0.20100345,0.22721392,0.3173742,65.70747867,0.212816542
0.15520981,0.16073741,0.18556751,0.19873042,0.20819199,0.2239539,0.26085025,0.35543633,66.26738889,0.213993266
0.13783818,0.14183104,0.16007519,0.17016521,0.18057123,0.19757369,0.22293009,0.31045902,43.93897592,0.214010945
0.16042438,0.16491073,0.18892848,0.20367832,0.21303074,0.22762781,0.26596949,0.3571653,24.53751482,0.214116284
0.10851215,0.11069314,0.123902716,0.131894,0.14006758,0.15406778,0.17476848,0.25710875,36.57688201,0.214431501
0.053042118,0.05217859,0.060369745,0.06289681,0.065480225,0.072849445,0.08711949,0.15801872,22.34187473,0.214652576
0.14935416,0.15301387,0.17043099,0.18054906,0.1920637,0.21076928,0.23588586,0.33994108,26.38945391,0.21466133
0.16599031,0.17151372,0.19589402,0.21070759,0.22152433,0.23837101,0.27518213,0.3677886,32.7269348,0.214756661
0.12857924,0.1313652,0.15039465,0.15877014,0.16634677,0.18039997,0.2091203,0.30619052,23.985053,0.214910109
0.13955055,0.14366196,0.16204165,0.17230043,0.18293838,0.20024502,0.22554083,0.31233624,52.51707998,0.214940048
0.15725419,0.16153608,0.18636337,0.2010091,0.2092614,0.22255959,0.26302928,0.35571346,22.41790441,0.214949447
0.053888015,0.05375904,0.06463191,0.07151647,0.07289659,0.07792903,0.098646864,0.14777914,66.15767319,0.215546804
0.074984126,0.07593175,0.089153744,0.09434415,0.098017514,0.106875904,0.12802213,0.19636956,56.11243812,0.215568742
0.11388038,0.11650041,0.13007124,0.13867997,0.1476693,0.162787,0.18363419,0.26576516,63.89253471,0.215642039
0.046318434,0.04543272,0.05302991,0.057086922,0.05890892,0.065250546,0.08060511,0.13176511,47.19128791,0.215744232
0.1258765,0.12920313,0.14532791,0.15442237,0.16411015,0.18048732,0.20346181,0.29081935,65.03354394,0.216010253
0.115961306,0.11808391,0.13430254,0.14169724,0.1488904,0.16261967,0.18768981,0.28268918,24.58890364,0.216102927
0.04348806,0.042449202,0.052344516,0.05600941,0.05573162,0.0598789,0.08062255,0.14231986,20.49929454,0.216145852
0.07143123,0.07214419,0.08625218,0.09075442,0.09313495,0.10064907,0.12393905,0.19804294,28.26544723,0.216194464
0.052932017,0.052783374,0.06378858,0.07062583,0.0717775,0.07643909,0.09745252,0.14621527,46.08627218,0.216198489
0.124957494,0.1281871,0.14465372,0.1534944,0.16274615,0.1787787,0.20252049,0.29122826,59.04290663,0.216311671
0.054539103,0.054431,0.06568636,0.072724335,0.07394527,0.078864194,0.100306466,0.15017433,68.94670679,0.216358409
0.15876456,0.16426256,0.18696557,0.2003317,0.21154438,0.22911195,0.2615586,0.3493838,64.41043696,0.216444565
0.122160815,0.12506516,0.14093563,0.14950238,0.15846959,0.17397882,0.19706225,0.28267607,37.73353964,0.216671312
0.1286691,0.13233438,0.15118964,0.16096646,0.169513,0.18418463,0.21203718,0.2991233,40.36140422,0.216684502
0.054008327,0.053811267,0.064391345,0.07115522,0.07269515,0.077880494,0.097897336,0.14566885,50.40902555,0.216752513
0.04476443,0.043718353,0.048264466,0.051724087,0.05534971,0.063177586,0.07228374,0.122922845,57.98535707,0.216805398
0.124257915,0.12762234,0.1476804,0.15681665,0.1637764,0.17682464,0.20770286,0.3006281,32.71473935,0.216983749
0.10879968,0.11104494,0.1235401,0.13142496,0.14024234,0.1548505,0.17346326,0.25198334,41.88776021,0.217032362
0.05347026,0.053339105,0.064448826,0.0713838,0.07251763,0.07725121,0.09858334,0.14814024,60.03237045,0.217491323
0.15549935,0.160363,0.17917158,0.19046131,0.2031435,0.22321741,0.2492385,0.35035902,61.62355011,0.21771399
0.042497396,0.04130905,0.04618788,0.049061283,0.051908664,0.058919016,0.0691045,0.12646914,28.28517745,0.218022398
0.11712607,0.119415686,0.13621473,0.14365618,0.15080924,0.16467343,0.19053821,0.28591204,26.15427548,0.218031166
